job_position_name,educationaL_requirements,skills_required,matched_score,skills_count,educational_institution_name_count,degree_names_count,passing_years_count,educational_results_count,result_types_count,major_field_of_studies_count,professional_company_names_count,start_dates_count,end_dates_count,related_skils_in_job_count,positions_count,locations_count,extra_curricular_activity_types_count,extra_curricular_organization_names_count,role_positions_count,languages_count,proficiency_levels_count,certification_providers_count,certification_skills_count,issue_dates_count,expiry_dates_count,required_exp_years,min_age_required
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",85.0,34,2,2,2,2,2,2,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,5,30
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",71.66666670000001,6,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,65.0,17,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,40
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,85.0,36,1,1,1,1,1,1,5,5,5,5,5,5,0,0,0,2,2,0,0,0,0,1,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,78.33333329999999,16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",16.6666667,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,30
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",76.00000000000001,0,1,1,0,0,0,1,6,6,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",55.666666666666664,4,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,3,0
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",65.0,26,2,1,2,0,0,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,22
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",71.66666670000001,12,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,4,0
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,38.3333333,17,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,18
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",71.66666666666667,38,2,2,2,2,2,2,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,1,22
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,53.3333333,10,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,18
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",65.0,6,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",65.0,10,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,30
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",41.0,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",45.0,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,25
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",81.66666670000001,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",75.0,26,1,1,1,1,1,1,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,22
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,60.0,12,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,18
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",76.0,17,2,2,2,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",48.3333333,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,30
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",20.0,10,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,30
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",78.33333333333333,26,1,1,1,1,1,1,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,5,25
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",39.99999999999999,21,2,2,2,0,0,2,6,6,5,0,6,6,0,0,0,2,2,2,0,2,0,5,24
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",45.0,13,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,22
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",35.0,11,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,30
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",65.0,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",81.66666670000001,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,85.0,10,2,2,2,2,0,2,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,0,20
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",78.33333329999999,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,5,30
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",78.33333329999999,106,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,4,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",65.0,10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",41.6666667,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",76.0,61,1,1,1,1,1,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,25
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",75.0,11,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,25
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",35.0,13,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,3,0,3,0,2,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",31.0,60,1,1,1,0,0,1,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,5,30
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,65.0,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,85.0,50,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,0,0,1,1,1,1,5,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,81.66666670000001,12,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,2,0,2,0,1,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",37.999999999999986,60,1,1,1,0,0,1,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,1,0
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",79.33333329999999,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,25
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",82.66666670000001,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,25
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",76.00000000000001,38,2,2,2,2,2,2,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,68.33333329999999,12,3,3,3,3,3,3,5,5,5,5,5,5,1,1,1,0,0,0,0,0,0,3,0
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",41.6666667,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,22
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",81.66666670000001,52,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",76.0,70,2,2,2,0,0,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",35.0,3,1,1,1,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,5,24
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,45.0,15,2,2,2,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,71.66666670000001,12,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,2,0,2,0,0,18
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",85.0,15,2,1,2,0,0,1,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",68.33333329999999,26,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,1,0,1,0,4,0
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",81.66666670000001,32,2,1,1,1,0,2,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0,3,0
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",78.33333329999999,9,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",82.66666666666667,60,1,1,1,0,0,1,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,1,25
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,75.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",30.0,47,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,15,52
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",71.66666670000001,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",81.66666670000001,26,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,1,0,1,0,3,25
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",85.0,47,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,30
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",71.66666670000001,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",48.3333333,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,25
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",61.6666,9,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,0,0,1,1,1,1,0,22
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",38.3333333,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,5,30
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",68.33333329999999,12,1,1,1,1,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,1,0,2,25
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,93.66666670000001,32,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,0,20
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",50.66666669999999,34,2,2,2,2,2,2,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,1,22
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,88.0,144,3,3,3,3,3,3,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,1,0
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",81.66666666666667,36,1,1,1,0,0,1,6,6,5,6,6,6,0,0,0,0,0,0,0,0,0,3,0
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",75.0,24,6,6,6,6,6,6,5,5,5,5,5,5,0,0,0,3,3,1,1,1,1,5,25
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",69.33333329999999,50,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,0,0,1,1,1,1,15,52
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",85.0,17,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,65.0,10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",61.0,14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",48.0,18,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,30
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",34.6666667,16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,15,52
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",58.3333333,34,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,0,1,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",33.3333333,7,2,2,2,2,2,2,3,3,1,3,3,3,2,2,2,2,2,0,0,0,0,1,25
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",68.33333329999999,13,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,3,25
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,65.0,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",65.0,11,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",69.33333329999999,59,2,2,0,2,1,2,4,4,4,4,4,4,0,0,0,0,0,1,1,1,1,5,30
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,85.0,6,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,20
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",69.33333329999999,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,28
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",72.66666670000001,59,2,2,0,2,1,2,4,4,4,4,4,4,0,0,0,0,0,1,1,1,1,4,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",69.33333329999999,10,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,25
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",50.0,59,2,2,0,2,1,2,4,4,4,4,4,4,0,0,0,0,0,1,1,1,1,2,25
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,79.33333329999999,38,1,1,1,1,1,1,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,40
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,81.66666670000001,20,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,5,0
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,65.0,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,18
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",85.0,27,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,1,22
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,34.99999999999999,40,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,0,0,0,0,0,0,3,40
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,106,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,1,25
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",85.0,13,3,3,3,0,0,3,7,7,7,7,7,0,0,0,0,2,2,0,0,0,0,4,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",31.66666666666666,17,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,25
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,85.0,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",68.33333329999999,16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,25
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",31.6666667,7,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,1,0
